"","louvain","characters","slash","id","source"
"713","1","Draco Malfoy, Harry Potter, Hermine Granger, Pansy Parkinson, Ronald ""Ron"" Weasley","Gen","5d4d83f60005d87772a68b0","5d4d83f60005d87772a68b0_Geteiltes-Leid-ist-halbes-Leid"
"714","0","","NA","5d4db4e1000aed5b16710fc1","5d4db4e1000aed5b16710fc1_Veela--oder-ein-anderes-Leben"
"715","2","Amycus Carrow, Draco Malfoy, Harry Potter, Hermine Granger, Minerva McGonagall, Severus Snape","Gen","5d4e554900048105787840e","5d4e554900048105787840e_Der-treue-Diener"
"716","2","Draco Malfoy, Harry Potter, Hermine Granger, Scorpius Malfoy, Ted ""Teddy"" Remus Lupin","MaleSlash","5d4e75e50008f73d187e603e","5d4e75e50008f73d187e603e_Ich-fuehl-noch-immer-was"
"717","2","Blaise Zabini, Draco Malfoy, Ginevra Molly ""Ginny"" Weasley, Hermine Granger","Gen","5d501b5800061dba16e6f945","5d501b5800061dba16e6f945_Habe-ich-mich-in-ihm-getaeuscht-nbsp"
"718","3","James ""Krone"" Potter, Lily Potter, Peter ""Wurmschwanz"" Pettigrew, Remus ""Moony"" Lupin, Sirius ""Tatze"" Black","Gen","5d5030f5000af8ce17df7cea","5d5030f5000af8ce17df7cea_The-Marauders-react-to-a-Marauders-Fanfic"
"719","1","","Gen","5d518bb3000943061d7d4e6d","5d518bb3000943061d7d4e6d_100-Filmzitate-Projekt"
"720","1","Albus Dumbledore, Horace Slughorn, Lord Voldemort / Tom Vorlost Riddle, Magische Wesen, OC (Own Character), Rubeus Hagrid","Gen","5d52b3980009ddf2c030a7d","5d52b3980009ddf2c030a7d_The-Other-Slytherin-Girl"
"721","0","Andromeda Tonks, Bellatrix Lestrange, Lucius Malfoy, Narzissa Malfoy","Het","5d52bde60007b6a92e1116a5","5d52bde60007b6a92e1116a5_what-we-want-and-what-we-get"
"722","3","Harry Potter, Hermine Granger, OC (Own Character), Severus Snape, Ted ""Teddy"" Remus Lupin","Het","5d531bd7000a69982c6bb93e","5d531bd7000a69982c6bb93e_Sturm--Donner-Fortsetzung-Licht--Schatten"
"723","1","","NA","5d53cd30000aed5b331ae7c1","5d53cd30000aed5b331ae7c1_Helfer-Hogwarts"
"724","0","","NA","5d551202000aed5b109cb388","5d551202000aed5b109cb388_Kann-es-wirklich-sein"
"725","1","Draco Malfoy, Hermine Granger","Gen","5d55e1bc0002f8401b0e0180","5d55e1bc0002f8401b0e0180_Tansanitblau"
"726","2","Hermine Granger, Severus Snape","Het","5d5bd89c0001ae612cf429f0","5d5bd89c0001ae612cf429f0_Gefangen-in-der-vierten-Dimension"
"727","3","Harry Potter, Hermine Granger, Minerva McGonagall, Neville Longbottom, Remus ""Moony"" Lupin, Ronald ""Ron"" Weasley","Gen","5d5c3032000a3f422aaef317","5d5c3032000a3f422aaef317_Harry-Potter-und-die-Macht-der-Gedanken"
"728","1","Albus Severus Potter, Draco Malfoy, Harry Potter, Scorpius Malfoy","MaleSlash","5d5c30bc0000109336459f82","5d5c30bc0000109336459f82_Schattenkrieger--Die-Buechse-der-Pandora"
"729","0","Draco Malfoy, Hermine Granger, Ronald ""Ron"" Weasley","Gen","5d5d4eb6000b25cb15c48ac7","5d5d4eb6000b25cb15c48ac7_Lass-die-Feder-fuer-dich-sprechen"
"730","2","","NA","5d5e52ac000aed5b1c2aa7a4","5d5e52ac000aed5b1c2aa7a4_Der-vermeintliche-Irrweg"
"731","0","Albus Dumbledore, Draco Malfoy, Harry Potter, Hermine Granger, Ronald ""Ron"" Weasley, Severus Snape","MaleSlash","5d6246050002b77223c24157","5d6246050002b77223c24157_Soul-cut"
"732","4","Lord Voldemort / Tom Vorlost Riddle, OC (Own Character)","Het","5d636177000b1c4124f156d6","5d636177000b1c4124f156d6_Well-Lived"
"733","0","Andromeda Tonks, Gideon Prewett, OC (Own Character)","Gen","5d63ca35000adf061c20cf2d","5d63ca35000adf061c20cf2d_Free"
"734","4","Ginevra Molly ""Ginny"" Weasley, Harry Potter, Hermine Granger, OC (Own Character), Ronald ""Ron"" Weasley","Gen","5d669225000ac12d2b5ba7d7","5d669225000ac12d2b5ba7d7_Wieso-zerbricht-du-dir-den-Kopf-wegen"
"735","1","James ""Krone"" Potter, Remus ""Moony"" Lupin, Sirius ""Tatze"" Black","Gen","5d681212000b2c7f32929134","5d681212000b2c7f32929134_Besuch-der-etwas-anderen-Art-eine-Geschichte"
"736","0","Draco Malfoy, Harry Potter, Hermine Granger, OC (Own Character), Ronald ""Ron"" Weasley, Severus Snape","Het","5d6829cf000b2c94cc48829","5d6829cf000b2c94cc48829_Die-Geschichte-von-Catherine-ONeill"
"737","4","James ""Krone"" Potter, Lily Potter, Remus ""Moony"" Lupin, Sirius ""Tatze"" Black","Gen","5d691dc4000a774911bb69f9","5d691dc4000a774911bb69f9_Drei-Chaoten-im-Muggelcamp"
"738","4","Blaise Zabini, Charlie Weasley, Draco Malfoy, Harry Potter, Hermine Granger, Ronald ""Ron"" Weasley","MaleSlash","5d6a122600003b4e2509e5b6","5d6a122600003b4e2509e5b6_Das-Prinzip-Warteschleife"
"739","1","Harry Potter, Hermine Granger, Ronald ""Ron"" Weasley, Severus Snape","MaleSlash","5d6ae2670005e925345587e6","5d6ae2670005e925345587e6_Eisbrecher"
"740","1","Bellatrix Lestrange, Blaise Zabini, Draco Malfoy, Luna Lovegood, OC (Own Character), Rodolphus Lestrange","Gen","5d6b6ab80005f43827e6594c","5d6b6ab80005f43827e6594c_Ich-bin-ein-Lestrange"
"741","4","Daphne Greengrass, Draco Malfoy, Millicent Bulstrode, Theodore Nott, Tracey Davis","Gen","5d6b869a000abf0b17ae1ee4","5d6b869a000abf0b17ae1ee4_Weiter-doch-weiter"
"742","0","Blaise Zabini, Draco Malfoy, Harry Potter, OC (Own Character)","Gen","5d6d2b280009693439376019","5d6d2b280009693439376019_A-SlytherinMudblood"
"743","2","Aberforth Dumbledore, Albus Dumbledore, Ariana Dumbledore, Bathilda Bagshot, Gellert Grindelwald","MaleSlash","5d6d3ded0000ebc4e9371af","5d6d3ded0000ebc4e9371af_Abgruende"
"744","1","Blaise Zabini, Draco Malfoy, Harry Potter, Hermine Granger, OC (Own Character), Pansy Parkinson","Gen","5d6e7878000a7d3d1505a489","5d6e7878000a7d3d1505a489_Der-DiorSkandal-Teil-1"
"745","0","","Gen","5d71242a000b2ded185e24af","5d71242a000b2ded185e24af_Streiche"
"746","2","Harry Potter, OC (Own Character), Remus ""Moony"" Lupin, Sirius ""Tatze"" Black","Gen","5d72988f0009bf833533ba2c","5d72988f0009bf833533ba2c_Angel-of-Death-Willst-du-mein-Vater"
"747","1","Harry Potter, Hermine Granger, Ronald ""Ron"" Weasley","Gen","5d72c8e1000b332a1805c0ea","5d72c8e1000b332a1805c0ea_Harry-Potter-und-der-Stein-der-Auferstehung"
"748","3","Dudley Dursley, Harry Potter","Gen","5d73155d0009020533ac32d7","5d73155d0009020533ac32d7_Dudley-und-die-magische-Welt-Arbeitstitel"
"749","1","Godric Gryffindor, Harry Potter, Lord Voldemort / Tom Vorlost Riddle, Neville Longbottom, Salazar Slytherin, Severus Snape","Mix","5d739f5000088e4d341ff4fb","5d739f5000088e4d341ff4fb_Nicht-der-erste-Blick-es-lohnt-sich"
"750","1","Draco Malfoy, Hermine Granger, Lucius Malfoy, Narzissa Malfoy, OC (Own Character), Ronald ""Ron"" Weasley","Het","5d740c28000b291c2e1ae208","5d740c28000b291c2e1ae208_Von-Liebe-zu-Liebe-HermineLucius"
"751","0","James ""Krone"" Potter, Lily Potter","Gen","5d742298000abcec2bda722f","5d742298000abcec2bda722f_Jily-OS-und--SF-Sammlung"
"752","1","Kingsley Shacklebolt, Luna Lovegood, OC (Own Character), Remus ""Moony"" Lupin, Severus Snape, Sirius ""Tatze"" Black","MaleSlash","5d751eee000573a23ad6cb9c","5d751eee000573a23ad6cb9c_Truth-Past-Present"
"753","3","OC (Own Character), Severus Snape","Gen","5d7572320009560b11e96c10","5d7572320009560b11e96c10_Erweiterte-Familienbande"
"754","1","Astoria Greengrass, Draco Malfoy, Lucius Malfoy, Narzissa Malfoy, Rose Weasley, Scorpius Malfoy","Het","5d76ee820003702417d6ce44","5d76ee820003702417d6ce44_Gestohlenes-Glueck"
"755","0","Astoria Greengrass, Blaise Zabini, Draco Malfoy","Het","5d76eec60003702429375d4e","5d76eec60003702429375d4e_Schuld-bekennen--Busse-tun"
"756","1","Harry Potter, James ""Krone"" Potter, Lily Potter, Lord Voldemort / Tom Vorlost Riddle","Gen","5d77ae2c000b35dd34218727","5d77ae2c000b35dd34218727_Nette-Briefe-und-ein-verhexter-Snape"
"757","2","Neville Longbottom, OC (Own Character), Tracey Davis","Gen","5d77aea5000aa49e219743c5","5d77aea5000aa49e219743c5_Annas-magische-Reise-2"
"758","2","Arthur Weasley, Filius Flitwick, Lucius Malfoy, Minerva McGonagall, Pomona Sprout, Poppy Pomfrey","Gen","5d7954a3000b05012ec5296d","5d7954a3000b05012ec5296d_Die-Erbe-von-Hogwarts"
"759","0","Draco Malfoy, Harry Potter","MaleSlash","5d795b6300044834396fbce7","5d795b6300044834396fbce7_Der-Tag-an-dem-die-Welt-stillsteht"
"760","4","Hermine Granger, Ronald ""Ron"" Weasley","Gen","5d795d37000a14d0107e6cfb","5d795d37000a14d0107e6cfb_Ill-never-let-you-go-Hermione-"
"761","0","Draco Malfoy, Harry Potter, Hermine Granger, Remus ""Moony"" Lupin, Severus Snape","Mix","5d7a0a120001ae6110d58810","5d7a0a120001ae6110d58810_Eine-unfeine-Jagdgesellschaft"
"762","1","Ginevra Molly ""Ginny"" Weasley, Harry Potter, Luna Lovegood, Neville Longbottom, OC (Own Character)","Mix","5d7a5ae30003644c215070ff","5d7a5ae30003644c215070ff_Kampf-gegen-Tom-Riddle--Ginnys-Weg"
"763","3","Lord Voldemort / Tom Vorlost Riddle, OC (Own Character), Severus Snape","Gen","5d7ad036000b36e830193636","5d7ad036000b36e830193636_Always"
"764","2","Draco Malfoy, Harry Potter, Hermine Granger, Lucius Malfoy, Narzissa Malfoy, Ronald ""Ron"" Weasley","Gen","5d7b88710005320225505f69","5d7b88710005320225505f69_Draco-Malfoy-oder-der-Traumberuf"
"765","0","Blaise Zabini, Daphne Greengrass, Draco Malfoy, Lord Voldemort / Tom Vorlost Riddle, OC (Own Character), Severus Snape","Het","5d7b9c9e0008e1b112f6425c","5d7b9c9e0008e1b112f6425c_Todesserliebe-Draco-Malfoy-FF"
"766","1","James ""Krone"" Potter, Lily Potter, Peter ""Wurmschwanz"" Pettigrew, Remus ""Moony"" Lupin, Sirius ""Tatze"" Black","Gen","5d7baa600009ee421a5b425d","5d7baa600009ee421a5b425d_Hidden"
"767","1","Fred Weasley, OC (Own Character)","Het","5d7bc2f500045ffc1114f3e5","5d7bc2f500045ffc1114f3e5_Keep-it-a-secret"
"768","2","Draco Malfoy, Hermine Granger","Gen","5d7d49ea000408fe96b5281","5d7d49ea000408fe96b5281_Hass-verbindet"
"769","2","Horace Slughorn, Lord Voldemort / Tom Vorlost Riddle, OC (Own Character)","Gen","5d7e520400046059172949e5","5d7e520400046059172949e5_Das-Erwachen-der-Dunkelheit--Es-war"
"770","1","","Gen","5d7fd3be000b2ded9329d3f","5d7fd3be000b2ded9329d3f_Augenblicke"
"771","3","Fred Weasley, George Weasley","Gen","5d7ff5e5000b39e41b1bccdb","5d7ff5e5000b39e41b1bccdb_Twin-Pain"
"772","0","Draco Malfoy, Hermine Granger","Gen","5d828b51000b3b52273ea5c8","5d828b51000b3b52273ea5c8_Verbotene-Liebe"
"773","1","James ""Krone"" Potter, Lily Potter, Marlene McKinnon, OC (Own Character), Remus ""Moony"" Lupin, Sirius ""Tatze"" Black","Gen","5d82bc4300064df839ad2204","5d82bc4300064df839ad2204_Das-letzte-Jahr"
"774","3","Harry Potter, Hermine Granger, Lord Voldemort / Tom Vorlost Riddle, OC (Own Character), Ronald ""Ron"" Weasley","Gen","5d83d95f000b344710a6d579","5d83d95f000b344710a6d579_Es-kann-nicht-so-sein-oder"
"775","1","Bellatrix Lestrange, Lord Voldemort / Tom Vorlost Riddle, Lucius Malfoy, Narzissa Malfoy, Peter ""Wurmschwanz"" Pettigrew, Severus Snape","Het","5d84ff8b0004163ffd34525","5d84ff8b0004163ffd34525_Winterherz"
"776","3","Harry Potter, Ted ""Teddy"" Remus Lupin","Gen","5d865d12000a73cee039d7e","5d865d12000a73cee039d7e_My-new-life"
"777","2","Draco Malfoy, Harry Potter, Hermine Granger, OC (Own Character), Ronald ""Ron"" Weasley","Het","5d87490600014bf2db802b4","5d87490600014bf2db802b4_Rueckkehr-nach-Hogwarts"
"778","3","Antonin Dolohow, Hermine Granger, Pansy Parkinson, Ronald ""Ron"" Weasley, Thorfinn Rowle","Het","5d8755fd00009e6d27adb3f9","5d8755fd00009e6d27adb3f9_Gedankenspiele"
"779","1","Alastor ""Mad Eye"" Moody, Lucius Malfoy, Magische Wesen, OC (Own Character), Severus Snape, Sirius ""Tatze"" Black","Gen","5d87d0d30006d0d7349651b1","5d87d0d30006d0d7349651b1_MSTing-quot-fuenf-Punkte-Abzug-fuer-Gryffindor"
"780","1","Aberforth Dumbledore, Draco Malfoy, Harry Potter, Lucius Malfoy, Sibyll Trelawney","Gen","5d8cc9940004bb0335a666d5","5d8cc9940004bb0335a666d5_Die-Unerwuenschten-von-Knox--Die-Rueckkehr"
"781","2","Harry Potter, Severus Snape","MaleSlash","5d8cd36e0003075210082778","5d8cd36e0003075210082778_Basiliskengift-und-Zaubertraenke-Teddy-greift-ein"
"782","2","Harry Potter, Lord Voldemort / Tom Vorlost Riddle, OC (Own Character)","Gen","5d8e42fd0008db1b1689384f","5d8e42fd0008db1b1689384f_Hate--Love"
"783","1","Harry Potter, Severus Snape","MaleSlash","5d906b9600001bee1ec15368","5d906b9600001bee1ec15368_Die-Armee-der-Lustsklaven"
"784","4","Albus Severus Potter, Draco Malfoy, Harry Potter, Hermine Granger, Luna Lovegood, OC (Own Character)","Gen","5d90f7da000b3447dd0bb4b","5d90f7da000b3447dd0bb4b_HP-Geschichten"
"785","1","OC (Own Character)","Gen","5d910f0300093e8f1303f37b","5d910f0300093e8f1303f37b_Zu-neuen-Ufern-Arbeitstitel"
"786","3","Draco Malfoy, Harry Potter, Lord Voldemort / Tom Vorlost Riddle, Magische Wesen, Salazar Slytherin, Severus Snape","MaleSlash","5d938251000b44311a9fcb86","5d938251000b44311a9fcb86_Blackbird--Fall-in-love"
"787","3","Godric Gryffindor, Harry Potter, Helga Hufflepuff, Lord Voldemort / Tom Vorlost Riddle, Rowena Ravenclaw, Salazar Slytherin","MaleSlash","5d93be37000b445527cebc90","5d93be37000b445527cebc90_Die-Gruender-als-Eltern"
"788","3","Draco Malfoy, Harry Potter","MaleSlash","5d953e7e0007287671af4cc","5d953e7e0007287671af4cc_Was-soll-das-werden"
"789","4","Astoria Greengrass, Fred Weasley, OC (Own Character), Regulus Arcturus Black, Remus ""Moony"" Lupin, Sirius ""Tatze"" Black","Gen","5d95f4bb000682ff10784bc5","5d95f4bb000682ff10784bc5_Serena-Black--Nox"
"790","3","James ""Krone"" Potter, Lily Potter","Het","5d960a7e00046fef18aeb039","5d960a7e00046fef18aeb039_Klima-und-Liebe"
"791","0","Draco Malfoy, Lord Voldemort / Tom Vorlost Riddle, Lucius Malfoy, Narzissa Malfoy, OC (Own Character), Severus Snape","Gen","5d9765e20005f43838279f57","5d9765e20005f43838279f57_Vergangenheit-Gegenwart-Zukunft"
"792","2","Adrian Pucey, Fred Weasley, OC (Own Character), Terence Higgs","Gen","5d98aaab000b47043933837b","5d98aaab000b47043933837b_Pfefferminztee-duftet-nach-Pfefferminze"
"793","1","Draco Malfoy, Ginevra Molly ""Ginny"" Weasley, Gregory Goyle, Harry Potter, Hermine Granger, Ronald ""Ron"" Weasley","Gen","5d99c53d000b47ca18aa11f1","5d99c53d000b47ca18aa11f1_Against-the-rules"
"794","0","","Gen","5d9a0bf4000b2ded222684ce","5d9a0bf4000b2ded222684ce_Briefe"
"795","0","Draco Malfoy, Hermine Granger, Neville Longbottom","Gen","5d9a5b57000a335423400d62","5d9a5b57000a335423400d62_Hogwarts-2007"
"796","4","Draco Malfoy, Fred Weasley, Harry Potter, Hermine Granger, OC (Own Character), Ronald ""Ron"" Weasley","Gen","5d9b7b1600072ff23b6e7543","5d9b7b1600072ff23b6e7543_Of-Snakes-And-Lions--Fred-Weasley"
"797","0","Hermine Granger, Severus Snape","Gen","5d9b87c50006e93d225903e9","5d9b87c50006e93d225903e9_Ein-letzter-Gruss"
"798","2","Hermine Granger, Lucius Malfoy, Severus Snape","Gen","5d9c3ce60004e2231a9d9c7a","5d9c3ce60004e2231a9d9c7a_Malfoy--Partner-Investigations--Der-Schlangenkrieger"
"799","4","Albus Severus Potter, James Sirius Potter, Lily Luna Potter, OC (Own Character), Scorpius Malfoy","Gen","5d9c6940000ad97e2791e5eb","5d9c6940000ad97e2791e5eb_Ploetzlich-Todesfee"
"800","4","James ""Krone"" Potter, Lily Potter, Peter ""Wurmschwanz"" Pettigrew, Remus ""Moony"" Lupin, Sirius ""Tatze"" Black","Gen","5d9fa222000b1e332c6c3a84","5d9fa222000b1e332c6c3a84_JilyAnders-als-gedacht"
"801","2","Draco Malfoy, Harry Potter, Minerva McGonagall, Severus Snape","Het","5da0d61b000851352bff608c","5da0d61b000851352bff608c_Reine-Formsache"
"802","1","Albus Dumbledore, Bellatrix Lestrange, Fenrir Greyback, Harry Potter, Lord Voldemort / Tom Vorlost Riddle, Severus Snape","Gen","5da1d5100002b018192a168b","5da1d5100002b018192a168b_Zwei-jagende-Raubvoegel"
"803","1","Harry Potter","MaleSlash","5da24044000ac84d1e48c080","5da24044000ac84d1e48c080_Go-with-the-darkness"
"804","2","OC (Own Character)","Gen","5da24909000ae85496a12cf","5da24909000ae85496a12cf_Ein-aussergewoehnlich-magischer-Muggel"
"805","0","Draco Malfoy, Harry Potter","MaleSlash","5da3268d00000e232a01ea57","5da3268d00000e232a01ea57_Everytime-you-go-away"
"806","2","Albus Dumbledore, Lily Potter, Nymphadora Tonks, Remus ""Moony"" Lupin, Severus Snape","MaleSlash","5da32aec000b4d3a1a79250d","5da32aec000b4d3a1a79250d_Gedaechnisluecken"
"807","0","Albus Dumbledore, Ginevra Molly ""Ginny"" Weasley, Harry Potter, Hermine Granger, Lord Voldemort / Tom Vorlost Riddle","Gen","5da3853a0009ea2e114ff04f","5da3853a0009ea2e114ff04f_Machtspiel-der-neue-Lord"
"808","0","Draco Malfoy, Harry Potter, Hermine Granger, Magische Wesen, OC (Own Character), Ronald ""Ron"" Weasley","Gen","5da4b0c100044b03180476fe","5da4b0c100044b03180476fe_The-friendly-snake"
"809","2","Harry Potter, Hermine Granger, Ronald ""Ron"" Weasley","Gen","5da4c9ec00076327fe9d673","5da4c9ec00076327fe9d673_Schisma"
"810","3","Albus Dumbledore, Fawkes, Harry Potter, Lord Voldemort / Tom Vorlost Riddle, OC (Own Character), Petunia Dursley","MaleSlash","5da57f290007e658141d5188","5da57f290007e658141d5188_Wer-bin-ich--meine-magische-Familie"
"811","0","Draco Malfoy, Harry Potter, James ""Krone"" Potter, Lily Potter, OC (Own Character)","Gen","5da73650000b4f95319ff69b","5da73650000b4f95319ff69b_Finall-united"
"812","0","Draco Malfoy, Harry Potter, Hermine Granger, OC (Own Character)","Gen","5da8d707000a2cbe3ad057ab","5da8d707000a2cbe3ad057ab_Gezeichnet"
"813","1","James ""Krone"" Potter, OC (Own Character), Orion Black, Sirius ""Tatze"" Black, Walburga Black","Gen","5da9cbe1000b4f9515eef844","5da9cbe1000b4f9515eef844_Flucht-vor-der-Vergangenheit"
"814","3","Draco Malfoy, Harry Potter, Lucius Malfoy, OC (Own Character), Severus Snape","Gen","5daa29ef000a965b3ab44c84","5daa29ef000a965b3ab44c84_Familie-ist-nicht-immer-leicht"
"815","0","Bellatrix Lestrange, Lord Voldemort / Tom Vorlost Riddle, Lucius Malfoy, Peter ""Wurmschwanz"" Pettigrew, Rita Kimmkorn, Severus Snape","Gen","5dab7820000338c61842f839","5dab7820000338c61842f839_Voldemorts-Abenteuer-als-Squib"
"816","4","Argus Filch, Die maulende Myrte, Dobby, Poppy Pomfrey, Winky","Gen","5dac97890002e67da947e66","5dac97890002e67da947e66_Sommerferien-in-Hogwarts"
"817","1","Harry Potter, Lily Potter, Severus Snape","MaleSlash","5dae028b000573a211f43ff0","5dae028b000573a211f43ff0_Just-another-time-travel-fanfiction"
"818","2","Harry Potter, Hermine Granger, Neville Longbottom, OC (Own Character)","Het","5dae2999000b5403330b2792","5dae2999000b5403330b2792_Salazars-Kinder"
"819","0","James ""Krone"" Potter, Lily Potter, Marlene McKinnon, Peter ""Wurmschwanz"" Pettigrew, Remus ""Moony"" Lupin, Sirius ""Tatze"" Black","Gen","5dae2e0c000929ec17316dc2","5dae2e0c000929ec17316dc2_Rumtreiber-und-Kindertraeume"
"820","2","Albus Dumbledore, Harry Potter, Hermine Granger, Igor Karkaroff, Lord Voldemort / Tom Vorlost Riddle, Viktor Krum","MaleSlash","5daef0fa0007492d22444d9a","5daef0fa0007492d22444d9a_Weisse-Asche-U0411U0435U043BU044BU0439-U041FU0435U043FU0435U043B"
"821","4","Albus Dumbledore, Hermine Granger, Lucius Malfoy, Minerva McGonagall","Gen","5daf236d0004e223f037e69","5daf236d0004e223f037e69_Das-Boese-hat-viele-Gesichter"
"822","1","Draco Malfoy, Lord Voldemort / Tom Vorlost Riddle, Lucius Malfoy, Narzissa Malfoy, OC (Own Character)","Gen","5daf43e90005c7c72f920f90","5daf43e90005c7c72f920f90_I-apologize"
"823","0","","Gen","5db057a70009430636c8a003","5db057a70009430636c8a003_50-Shades-of-Draco"
"824","1","OC (Own Character)","Gen","5db09ac50007cfb71642e933","5db09ac50007cfb71642e933_Freya-Lily-Potter"
"825","0","Andromeda Tonks, Kingsley Shacklebolt, Nymphadora Tonks, OC (Own Character), Remus ""Moony"" Lupin, Ted ""Teddy"" Remus Lupin","Gen","5db1983a000b51db6d09b77","5db1983a000b51db6d09b77_Ueberlebt"
"826","3","","Gen","5db2f79300099d241fcbe0fb","5db2f79300099d241fcbe0fb_Its-hard-to-forget-someone-who-gave"
"827","2","Albus Dumbledore, Harry Potter, Hermine Granger, OC (Own Character), Severus Snape","MaleSlash","5db36ce8000b502e14aad198","5db36ce8000b502e14aad198_Tief-unter-der-Erde"
"828","1","Albus Dumbledore, Fawkes, Harry Potter, Lord Voldemort / Tom Vorlost Riddle","MaleSlash","5db5868a000a469e19141f3e","5db5868a000a469e19141f3e_Das-gute-Boese-Arbeitstitel"
"829","4","Harry Potter, Hermine Granger, James ""Krone"" Potter, Lily Potter, Lord Voldemort / Tom Vorlost Riddle, OC (Own Character)","Gen","5db586ea0004aabb2d2f09b1","5db586ea0004aabb2d2f09b1_Nicht-alles-ist-so-wie-es-scheint"
"830","1","Andromeda Tonks, Blaise Zabini, Draco Malfoy, Gregory Goyle, Seamus Finnigan, Vincent Crabbe","Mix","5db5900c000614fe218171d1","5db5900c000614fe218171d1_Goyle"
"831","3","Draco Malfoy, Hermine Granger","Gen","5db5e74b000b583e1a044992","5db5e74b000b583e1a044992_Vinculum-visionum--Verflucht"
"832","0","Albus Dumbledore, Blaise Zabini, Die maulende Myrte, Draco Malfoy, Harry Potter, Ronald ""Ron"" Weasley","MaleSlash","5db613ee000b29fafb652f2","5db613ee000b29fafb652f2_Neue-Zeiten-Fortsetzung-von-die-Zeitenwandlerin"
"833","3","Minerva McGonagall, OC (Own Character)","Gen","5db710600004c63136ebe32f","5db710600004c63136ebe32f_Ploetzlich-Hexe"
"834","2","Harry Potter, Lord Voldemort / Tom Vorlost Riddle","MaleSlash","5db7554600014f3df66f9fc","5db7554600014f3df66f9fc_Des-Lords-Meister"
"835","2","Harry Potter, Hermine Granger, Ronald ""Ron"" Weasley","Gen","5db93a86000aee873072a46d","5db93a86000aee873072a46d_Die-Logik-des-Hungers"
"836","0","","NA","5dbadf3b00082c1b169d4a68","5dbadf3b00082c1b169d4a68_In-der-Dunkelheit-Zuhause"
"837","2","George Weasley, Harry Potter, Hermine Granger, OC (Own Character), Ronald ""Ron"" Weasley","Gen","5dbae9a6000b20a92cfb684f","5dbae9a6000b20a92cfb684f_das-zweite-Potter-Kind"
"838","2","Ginevra Molly ""Ginny"" Weasley, Harry Potter, Hermine Granger, Luna Lovegood, Pansy Parkinson, Ronald ""Ron"" Weasley","MaleSlash","5dbafe70000b5aba28d8b36b","5dbafe70000b5aba28d8b36b_The-missing-girls"
"839","3","Andromeda Tonks, Draco Malfoy, Harry Potter, Hermine Granger, OC (Own Character), Ronald ""Ron"" Weasley","MaleSlash","5dbc2b680008e01316af758c","5dbc2b680008e01316af758c_Feind-in-der-Fremde"
"840","1","Albus Dumbledore, Blaise Zabini, Draco Malfoy, Narzissa Malfoy, Pansy Parkinson","Gen","5dbd7d740009d8a63145de02","5dbd7d740009d8a63145de02_Der-wahren-Liebe-erster-Kuss"
"841","4","Albus Dumbledore, Hermine Granger, Severus Snape","Het","5dbd8ecb000a78421061da9e","5dbd8ecb000a78421061da9e_Erinnerungen"
"842","0","Avery, Bellatrix Lestrange, Orion Black, Regulus Arcturus Black, Sirius ""Tatze"" Black, Walburga Black","Gen","5dbeb32c0001d8d9c6b286d","5dbeb32c0001d8d9c6b286d_Der-gebuehrende-Stolz"
"843","1","Fred Weasley, Hermine Granger","Het","5dc095f9000a69981cfa5830","5dc095f9000a69981cfa5830_Loewenmaeulchen-Mohnblumen-und-Knallbonbons"
"844","2","Draco Malfoy, Ginevra Molly ""Ginny"" Weasley, Harry Potter, Hermine Granger, Ronald ""Ron"" Weasley","Gen","5dc132b30004156222f0ce83","5dc132b30004156222f0ce83_Pure-mudblood--Dramione"
"845","1","Draco Malfoy, Hermine Granger","Gen","5dc1d064000b56a32ac1dde7","5dc1d064000b56a32ac1dde7_Crazy-in-love"
"846","2","Draco Malfoy, Millicent Bulstrode","Gen","5dc1ed5600076327213d3a68","5dc1ed5600076327213d3a68_Aas"
"847","4","James ""Krone"" Potter, Remus ""Moony"" Lupin, Severus Snape, Sirius ""Tatze"" Black","MaleSlash","5dc2afee0001ae612a4c7745","5dc2afee0001ae612a4c7745_Bevor-es-zu-spaet-ist"
"848","3","Blaise Zabini, Draco Malfoy, OC (Own Character), Pansy Parkinson","Gen","5dc4535a000b5fa98af18f4","5dc4535a000b5fa98af18f4_Slytherins-Magie-Das-Vermaechtnis-der-Familie-Malfoy"
"849","0","OC (Own Character)","Gen","5dc56011000366786f40fe0","5dc56011000366786f40fe0_Der-Teufel-der-Luefte"
"850","3","Hermine Granger, Severus Snape","Het","5dc5b8940004eade2d6c7ba9","5dc5b8940004eade2d6c7ba9_Weiss"
"851","0","Blaise Zabini, Draco Malfoy, Hermine Granger, Lord Voldemort / Tom Vorlost Riddle, OC (Own Character)","Gen","5dc755db000b2d631e8f3f18","5dc755db000b2d631e8f3f18_Die-Eisprinzessin"
"852","0","Draco Malfoy, Ginevra Molly ""Ginny"" Weasley, Harry Potter, Hermine Granger, Lord Voldemort / Tom Vorlost Riddle, Severus Snape","Mix","5dc84d8e0001ae6128dbc3e8","5dc84d8e0001ae6128dbc3e8_23-Minuten2000"
"853","2","Hermine Granger, Minerva McGonagall","Gen","5dc8590a000b2ded2d52002d","5dc8590a000b2ded2d52002d_Erinnerung"
"854","0","Draco Malfoy, Harry Potter, James ""Krone"" Potter, Lucius Malfoy, OC (Own Character), Severus Snape","Gen","5dc89a4c00023c85283a468b","5dc89a4c00023c85283a468b_Youre-not-alone"
